SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1095,solana,,2023-07-19 00:00:00,26.98,25.378,25.554,26.32,6.48M,0.0
1096,solana,,2023-07-20 00:00:00,27.358,25.096,26.31,25.371,6.37M,0.0
1097,solana,,2023-07-21 00:00:00,25.994,25.098,25.378,25.492,4.23M,0.0
1098,solana,,2023-07-22 00:00:00,25.96,24.26,25.492,24.52,2.99M,0.0
1099,solana,,2023-07-23 00:00:00,25.248,24.233,24.522,24.76,3.14M,0.0
1100,solana,,2023-07-24 00:00:00,24.83,22.917,24.763,23.37,5.22M,0.0
1101,solana,,2023-07-25 00:00:00,23.578,22.767,23.37,23.27,3.35M,0.0
1102,solana,,2023-07-26 00:00:00,25.581,23.182,23.27,25.19,7.50M,0.0
1103,solana,,2023-07-27 00:00:00,25.634,24.7,25.174,25.102,5.27M,0.0
1104,solana,,2023-07-28 00:00:00,25.522,24.554,25.1,24.82,3.60M,0.0
1105,solana,,2023-07-29 00:00:00,25.38,24.755,24.82,25.16,2.26M,0.0
1106,solana,,2023-07-30 00:00:00,25.21,23.763,25.158,24.25,3.53M,0.0
1107,solana,,2023-07-31 00:00:00,24.78,23.608,24.25,23.72,3.99M,0.0
1108,solana,,2023-08-01 00:00:00,24.04,23.012,23.722,24.01,4.53M,0.0
1109,solana,,2023-08-02 00:00:00,24.234,22.93,24.05,23.148,4.22M,0.0
1110,solana,,2023-08-03 00:00:00,23.372,22.484,23.148,22.64,3.63M,0.0
1111,solana,,2023-08-04 00:00:00,23.558,22.508,22.64,22.796,4.07M,0.0
1112,solana,,2023-08-05 00:00:00,22.926,22.311,22.796,22.648,2.16M,0.0
1113,solana,,2023-08-06 00:00:00,23.432,22.578,22.648,23.197,3.07M,0.0
1114,solana,,2023-08-07 00:00:00,23.579,22.418,23.197,23.109,3.78M,0.0
1115,solana,,2023-08-08 00:00:00,24.74,23.026,23.117,24.21,5.92M,0.0
1116,solana,,2023-08-09 00:00:00,24.984,24.122,24.21,24.385,4.70M,0.0
1117,solana,,2023-08-10 00:00:00,24.86,24.135,24.385,24.605,3.08M,0.0
1118,solana,,2023-08-11 00:00:00,24.898,24.354,24.605,24.618,2.94M,0.0
1119,solana,,2023-08-12 00:00:00,25.128,24.396,24.616,24.902,2.25M,0.0
1120,solana,,2023-08-13 00:00:00,24.94,24.216,24.902,24.23,2.34M,0.0
1121,solana,,2023-08-14 00:00:00,25.271,24.117,24.23,25.176,3.66M,0.0
1122,solana,,2023-08-15 00:00:00,25.28,23.744,25.18,23.946,4.84M,0.0
1123,solana,,2023-08-16 00:00:00,24.016,22.438,23.92,22.816,5.48M,0.0
1124,solana,,2023-08-17 00:00:00,23.416,20.265,22.816,21.7,7.70M,0.0
1125,solana,,2023-08-18 00:00:00,22.172,20.976,21.698,21.348,4.84M,0.0
1126,solana,,2023-08-19 00:00:00,22.15,21.308,21.346,21.9,2.11M,0.0
1127,solana,,2023-08-20 00:00:00,22.014,21.596,21.9,21.768,1.34M,0.0
1128,solana,,2023-08-21 00:00:00,21.772,20.448,21.77,21.19,3.36M,0.0
1129,solana,,2023-08-22 00:00:00,21.262,19.557,21.192,20.584,4.50M,0.0
1130,solana,,2023-08-23 00:00:00,21.784,20.448,20.584,21.738,4.59M,0.0
1131,solana,,2023-08-24 00:00:00,22.018,20.684,21.738,21.058,3.36M,0.0
1132,solana,,2023-08-25 00:00:00,21.058,20.096,21.058,20.42,2.95M,0.0
1133,solana,,2023-08-26 00:00:00,20.422,20.206,20.42,20.288,937.78000,0.0
1134,solana,,2023-08-27 00:00:00,20.908,20.24,20.288,20.79,1.37M,0.0
1135,solana,,2023-08-28 00:00:00,20.79,20.086,20.79,20.568,2.10M,0.0
1136,solana,,2023-08-29 00:00:00,21.982,20.118,20.568,21.792,6.61M,0.0
1137,solana,,2023-08-30 00:00:00,21.958,20.6,21.792,20.812,3.17M,0.0
1138,solana,,2023-08-31 00:00:00,21.008,19.481,20.812,19.727,4.82M,0.0
1139,solana,,2023-09-01 00:00:00,19.92,19.08,19.737,19.322,3.33M,0.0
1140,solana,,2023-09-02 00:00:00,19.678,19.146,19.322,19.5,1.73M,0.0
1141,solana,,2023-09-03 00:00:00,19.668,19.256,19.5,19.572,1.34M,0.0
1142,solana,,2023-09-04 00:00:00,19.998,19.181,19.572,19.517,2.62M,0.0
1143,solana,,2023-09-05 00:00:00,20.571,19.047,19.52,20.258,5.07M,0.0
1144,solana,,2023-09-06 00:00:00,20.37,19.206,20.258,19.64,4.10M,0.0
1145,solana,,2023-09-07 00:00:00,19.99,19.34,19.64,19.904,2.92M,0.0
1146,solana,,2023-09-08 00:00:00,20.27,19.395,19.904,19.61,2.43M,0.0
1147,solana,,2023-09-09 00:00:00,19.61,19.385,19.608,19.432,846.26000,0.0
1148,solana,,2023-09-10 00:00:00,19.44,17.85,19.432,18.23,6.86M,0.0
1149,solana,,2023-09-11 00:00:00,18.438,17.396,18.238,17.736,6.02M,0.0
1150,solana,,2023-09-12 00:00:00,18.69,17.57,17.738,17.91,5.94M,0.0
1151,solana,,2023-09-13 00:00:00,18.52,17.708,17.912,18.398,5.12M,0.0
1152,solana,,2023-09-14 00:00:00,19.3,18.398,18.398,18.85,5.38M,0.0
1153,solana,,2023-09-15 00:00:00,19.433,18.567,18.852,19.14,2.91M,0.0
1154,solana,,2023-09-16 00:00:00,19.421,18.885,19.143,19.13,1.83M,0.0
1155,solana,,2023-09-17 00:00:00,19.132,18.682,19.13,18.822,1.31M,0.0
1156,solana,,2023-09-18 00:00:00,20.122,18.613,18.822,19.648,4.87M,0.0
1157,solana,,2023-09-19 00:00:00,20.362,19.582,19.65,20.03,3.76M,0.0
1158,solana,,2023-09-20 00:00:00,20.508,19.818,20.03,20.297,3.43M,0.0
1159,solana,,2023-09-21 00:00:00,20.292,19.313,20.292,19.463,4.02M,0.0
1160,solana,,2023-09-22 00:00:00,19.78,19.172,19.463,19.428,2.36M,0.0
1161,solana,,2023-09-23 00:00:00,19.563,19.29,19.428,19.488,1.17M,0.0
1162,solana,,2023-09-24 00:00:00,19.654,19.278,19.488,19.358,1.33M,0.0
1163,solana,,2023-09-25 00:00:00,19.736,19.14,19.362,19.398,2.24M,0.0
1164,solana,,2023-09-26 00:00:00,19.52,18.868,19.398,19.026,2.50M,0.0
1165,solana,,2023-09-27 00:00:00,19.46,18.762,19.026,19.127,3.39M,0.0
1166,solana,,2023-09-28 00:00:00,19.976,19.105,19.127,19.96,3.97M,0.0
1167,solana,,2023-09-29 00:00:00,20.424,19.853,19.96,20.28,3.29M,0.0
1168,solana,,2023-09-30 00:00:00,21.762,20.1,20.28,21.364,4.41M,0.0
1169,solana,,2023-10-01 00:00:00,24.433,21.138,21.364,23.883,7.77M,0.0
1170,solana,,2023-10-02 00:00:00,24.671,22.93,23.887,23.36,8.00M,0.0
1171,solana,,2023-10-03 00:00:00,24.697,23.268,23.36,23.608,7.03M,0.0
1172,solana,,2023-10-04 00:00:00,23.776,22.665,23.608,23.14,4.83M,0.0
1173,solana,,2023-10-05 00:00:00,23.73,22.592,23.14,22.67,4.05M,0.0
1174,solana,,2023-10-06 00:00:00,23.731,22.67,22.67,23.483,5.05M,0.0
1175,solana,,2023-10-07 00:00:00,23.824,23.091,23.701,23.303,3.43M,0.0
1176,solana,,2023-10-08 00:00:00,23.613,23.101,23.301,23.224,2.21M,0.0
1177,solana,,2023-10-09 00:00:00,23.37,21.782,23.222,22.097,4.87M,0.0
1178,solana,,2023-10-10 00:00:00,22.459,21.703,22.1,22.098,2.81M,0.0
1179,solana,,2023-10-11 00:00:00,22.416,21.63,22.098,22.015,3.55M,0.0
1180,solana,,2023-10-12 00:00:00,22.032,21.032,22.008,21.299,3.40M,0.0
1181,solana,,2023-10-13 00:00:00,22.175,21.12,21.299,21.84,2.97M,0.0
1182,solana,,2023-10-14 00:00:00,22.22,21.808,21.838,21.99,1.55M,0.0
1183,solana,,2023-10-15 00:00:00,22.152,21.67,22.0,21.914,1.82M,0.0
1184,solana,,2023-10-16 00:00:00,24.583,21.9,21.914,23.952,8.67M,0.0
1185,solana,,2023-10-17 00:00:00,24.52,23.579,23.954,23.934,5.52M,0.0
1186,solana,,2023-10-18 00:00:00,24.36,23.38,23.934,23.417,3.99M,0.0
1187,solana,,2023-10-19 00:00:00,25.434,23.181,23.42,24.942,7.60M,0.0
1188,solana,,2023-10-20 00:00:00,27.35,24.732,24.927,27.02,9.71M,0.0
1189,solana,,2023-10-21 00:00:00,30.165,26.665,27.02,29.343,11.47M,0.0
1190,solana,,2023-10-22 00:00:00,29.992,28.123,29.325,29.049,6.55M,0.0
1191,solana,,2023-10-23 00:00:00,32.709,28.77,29.051,31.922,15.07M,0.0
