SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,Dolar a peso argentino,,2024-05-13 00:00:00,8843700.0,8841300.0,8842500.0,8840000.0,,0.0
2,Dolar a peso argentino,,2024-05-14 00:00:00,8853700.0,8851300.0,8852500.0,8850000.0,,0.0
3,Dolar a peso argentino,,2024-05-15 00:00:00,8858700.0,8856300.0,8857500.0,8855000.0,,0.0
4,Dolar a peso argentino,,2024-05-16 00:00:00,8862500.0,8862500.0,8862500.0,8860000.0,,0.0
5,Dolar a peso argentino,,2024-05-17 00:00:00,8868700.0,8863800.0,8865000.0,8865000.0,,0.0
6,Dolar a peso argentino,,2024-05-20 00:00:00,8888700.0,8886300.0,8887500.0,8885000.0,,0.0
7,Dolar a peso argentino,,2024-05-21 00:00:00,8893700.0,8891300.0,8892500.0,8890000.0,,0.0
8,Dolar a peso argentino,,2024-05-22 00:00:00,8901200.0,8896300.0,8897500.0,8895000.0,,0.0
9,Dolar a peso argentino,,2024-05-23 00:00:00,8903700.0,8898800.0,8900000.0,8900000.0,,0.0
10,Dolar a peso argentino,,2024-05-24 00:00:00,8908700.0,8906300.0,8907500.0,8905000.0,,0.0
11,Dolar a peso argentino,,2024-05-27 00:00:00,8935000.0,8927500.0,8927500.0,8930000.0,,0.0
12,Dolar a peso argentino,,2024-05-28 00:00:00,8936200.0,8931300.0,8932500.0,8930000.0,,0.0
13,Dolar a peso argentino,,2024-05-29 00:00:00,8938700.0,8933900.0,8935000.0,8935000.0,,0.0
14,Dolar a peso argentino,,2024-05-30 00:00:00,8947500.0,8938800.0,8940000.0,8942400.0,,0.0
15,Dolar a peso argentino,,2024-05-31 00:00:00,8957500.0,8951300.0,8952500.0,8955000.0,,0.0
16,Dolar a peso argentino,,2024-06-03 00:00:00,8970000.0,8952400.0,8970000.0,8960000.0,,0.0
17,Dolar a peso argentino,,2024-06-04 00:00:00,8975000.0,8952450.0,8972500.0,8965000.0,,0.0
18,Dolar a peso argentino,,2024-06-05 00:00:00,8985000.0,8976300.0,8980000.0,8980000.0,,0.0
19,Dolar a peso argentino,,2024-06-06 00:00:00,8987500.0,8977500.0,8977500.0,8980000.0,,0.0
20,Dolar a peso argentino,,2024-06-07 00:00:00,8995000.0,8985000.0,8995000.0,8990000.0,,0.0
21,Dolar a peso argentino,,2024-06-10 00:00:00,9017500.0,9012500.0,9012500.0,9015000.0,,0.0
22,Dolar a peso argentino,,2024-06-11 00:00:00,9026200.0,9012550.0,9020000.0,9015000.0,,0.0
23,Dolar a peso argentino,,2024-06-12 00:00:00,9023334.0,9014040.0,9019916.0,9017501.0,,0.0
24,Dolar a peso argentino,,2024-06-13 00:00:00,9044345.0,9015161.0,9017792.0,9022836.0,,0.0
