"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"15.05.2023","27.216,22","26.924,53","27.639,18","26.762,94","0,00K","1,08%"
"14.05.2023","26.924,53","26.805,15","27.182,94","26.676,58","0,00K","0,45%"
"13.05.2023","26.805,15","26.794,00","27.037,00","26.730,70","0,00K","0,04%"
"12.05.2023","26.794,00","27.025,70","27.037,90","25.844,74","0,00K","-0,86%"
"11.05.2023","27.025,70","27.645,58","27.645,58","26.799,64","0,00K","-2,24%"
"10.05.2023","27.645,58","27.677,70","28.300,10","26.877,67","0,00K","-0,12%"
"09.05.2023","27.677,70","27.733,85","27.826,80","27.399,87","0,00K","-0,20%"
"08.05.2023","27.733,85","28.611,44","28.688,60","27.352,83","0,00K","-3,07%"
"07.05.2023","28.611,44","28.877,14","29.116,88","28.611,44","0,00K","-0,92%"
"06.05.2023","28.877,14","29.626,57","29.662,13","28.419,91","","-2,33%"
"05.05.2023","29.566,67","28.839,20","29.695,63","28.839,20","0,00K","2,52%"
"04.05.2023","28.839,20","29.019,49","29.340,90","28.693,14","0,00K","-0,62%"
"03.05.2023","29.019,49","28.649,74","29.211,55","28.195,55","0,00K","1,29%"
"02.05.2023","28.649,74","28.096,92","28.864,80","27.852,01","0,00K","1,97%"
"01.05.2023","28.096,92","29.297,60","29.324,90","27.658,00","0,00K","-4,10%"
"30.04.2023","29.297,60","29.248,67","29.932,10","29.131,28","0,00K","0,17%"
"29.04.2023","29.248,67","29.363,28","29.447,57","29.083,02","0,00K","-0,39%"
"28.04.2023","29.363,28","29.484,89","29.556,42","28.940,37","0,00K","-0,41%"
"27.04.2023","29.484,89","28.343,30","29.821,96","28.343,30","0,01K","4,03%"
"26.04.2023","28.343,30","28.300,87","29.928,74","27.251,99","0,01K","0,15%"
"25.04.2023","28.300,87","27.514,57","28.384,08","27.212,05","0,00K","2,86%"
"24.04.2023","27.514,57","27.549,09","27.929,70","26.962,53","0,00K","-0,13%"
"23.04.2023","27.549,09","27.813,93","27.822,52","27.356,11","0,00K","-0,91%"
"22.04.2023","27.803,40","27.260,24","27.874,61","27.167,70","0,01K","1,99%"
"21.04.2023","27.260,24","28.205,21","28.287,21","27.181,70","0,00K","-3,35%"
"20.04.2023","28.205,21","28.813,19","29.015,11","28.030,74","0,00K","-2,11%"
"19.04.2023","28.813,19","30.356,99","30.388,09","28.620,52","0,00K","-5,09%"
"18.04.2023","30.356,99","29.491,31","30.462,76","29.217,45","0,00K","2,94%"
"17.04.2023","29.491,31","30.380,65","30.380,65","29.258,33","0,00K","-2,93%"
"16.04.2023","30.380,65","30.382,49","30.609,32","30.200,00","0,00K","-0,01%"
"15.04.2023","30.382,49","30.563,26","30.673,46","30.299,38","0,00K","-0,59%"
"14.04.2023","30.563,26","30.445,00","31.379,60","30.024,00","0,01K","0,39%"
"13.04.2023","30.445,00","29.922,12","30.682,74","29.922,12","0,01K","1,75%"
"12.04.2023","29.922,12","30.207,09","30.410,39","29.768,47","0,00K","-0,94%"
"11.04.2023","30.207,09","29.622,90","30.475,10","29.622,90","0,01K","1,97%"
"10.04.2023","29.622,90","28.353,43","29.754,90","28.247,10","0,00K","4,48%"
"09.04.2023","28.353,43","27.975,43","28.578,17","27.840,14","0,00K","1,35%"
"08.04.2023","27.975,43","27.993,49","28.194,07","27.927,14","0,00K","-0,06%"
"07.04.2023","27.993,49","28.093,65","28.162,51","27.839,40","0,00K","-0,36%"
"06.04.2023","28.093,65","28.251,79","28.251,79","27.800,74","0,00K","-0,56%"
"05.04.2023","28.251,79","28.220,70","28.700,00","27.891,36","0,01K","0,11%"
"04.04.2023","28.220,70","27.871,67","28.457,20","27.743,95","0,00K","1,30%"
"03.04.2023","27.859,20","28.229,60","28.481,70","27.308,18","0,01K","-1,31%"
"02.04.2023","28.229,60","28.523,51","28.553,10","27.913,03","0,01K","-1,03%"
"01.04.2023","28.523,51","28.491,20","28.797,40","28.295,10","0,00K","0,11%"
"31.03.2023","28.491,20","28.062,34","28.628,05","27.627,46","0,01K","1,53%"
"30.03.2023","28.062,34","28.325,07","29.126,80","27.772,21","0,01K","-0,93%"
"29.03.2023","28.325,07","27.305,70","28.674,19","27.305,70","0,00K","3,73%"
"28.03.2023","27.305,70","27.193,59","27.574,66","26.715,30","0,01K","0,41%"
"27.03.2023","27.193,59","28.018,20","28.084,18","26.582,84","0,01K","-2,94%"
"26.03.2023","28.018,20","27.549,98","28.181,93","27.499,09","0,00K","1,70%"
"25.03.2023","27.549,98","27.503,96","27.783,40","27.256,03","0,01K","0,17%"
"24.03.2023","27.503,96","28.379,43","28.484,46","27.123,50","0,01K","-3,08%"
"23.03.2023","28.379,43","27.373,50","28.786,59","27.235,86","0,01K","3,67%"
"22.03.2023","27.373,50","28.270,54","28.895,70","26.816,57","0,01K","-3,17%"
"21.03.2023","28.270,54","27.848,70","28.528,90","27.473,30","0,01K","1,51%"
"20.03.2023","27.848,70","28.024,34","28.541,35","27.247,20","0,01K","-0,63%"
"19.03.2023","28.024,34","26.987,49","28.487,10","26.910,61","0,01K","3,84%"
"18.03.2023","26.987,49","27.378,73","27.676,00","26.722,16","0,01K","-1,25%"
"17.03.2023","27.329,60","25.065,40","27.777,13","24.952,88","0,01K","9,03%"
"16.03.2023","25.065,40","24.354,34","25.186,90","24.229,53","0,00K","2,92%"
"15.03.2023","24.354,34","24.747,30","25.168,56","24.000,00","0,00K","-1,59%"
"14.03.2023","24.747,30","24.128,57","26.381,40","24.004,34","0,01K","2,56%"
"13.03.2023","24.128,57","22.201,18","24.499,38","21.984,05","0,03K","8,68%"
"12.03.2023","22.201,18","20.570,11","22.263,11","20.499,33","0,02K","7,93%"
"11.03.2023","20.570,11","20.258,30","21.439,00","19.951,32","0,03K","1,54%"
"10.03.2023","20.258,30","20.351,40","20.393,06","19.575,59","0,01K","-0,46%"
"09.03.2023","20.351,40","21.725,53","21.806,09","20.069,84","0,01K","-6,32%"
"08.03.2023","21.725,53","22.195,25","22.259,94","21.622,28","0,00K","-2,12%"
"07.03.2023","22.195,25","22.410,06","22.519,86","21.979,30","0,01K","-0,96%"
"06.03.2023","22.410,06","22.422,06","22.581,69","22.301,62","0,00K","-0,05%"
"05.03.2023","22.422,06","22.352,53","22.634,62","22.204,35","0,00K","0,31%"
"04.03.2023","22.352,53","22.361,49","22.397,22","22.250,08","","-0,04%"
"03.03.2023","22.361,49","23.501,02","23.501,02","22.129,40","0,00K","-4,85%"
"02.03.2023","23.501,02","23.656,87","23.760,50","23.212,32","0,00K","-0,66%"
"01.03.2023","23.656,87","23.118,40","23.866,81","23.037,00","0,00K","2,33%"
"28.02.2023","23.118,40","23.517,40","23.597,10","23.028,70","0,00K","-1,70%"
"27.02.2023","23.517,40","23.564,26","23.921,67","23.145,30","0,00K","-0,20%"
"26.02.2023","23.564,26","23.175,04","23.692,65","23.060,51","0,00K","1,68%"
"25.02.2023","23.175,04","23.190,80","23.235,10","22.781,13","0,00K","-0,07%"
"24.02.2023","23.190,80","23.938,90","24.124,00","22.930,96","0,00K","-3,13%"
"23.02.2023","23.938,90","24.193,40","24.583,02","23.658,26","0,00K","-1,05%"
"22.02.2023","24.193,40","24.397,53","24.507,87","23.585,36","0,01K","-0,84%"
"21.02.2023","24.397,53","24.798,95","25.231,19","24.165,92","0,00K","-1,78%"
"20.02.2023","24.840,27","24.222,73","25.093,04","23.860,14","0,01K","2,55%"
"19.02.2023","24.222,73","24.632,02","25.151,49","24.222,73","0,01K","-1,66%"
"18.02.2023","24.632,02","24.544,62","24.823,40","24.447,38","0,00K","0,36%"
"17.02.2023","24.544,62","23.571,71","24.987,26","23.341,21","0,01K","4,13%"
"16.02.2023","23.571,71","24.318,54","25.154,48","23.546,42","0,01K","-3,07%"
"15.02.2023","24.318,54","22.200,73","24.379,14","22.070,09","0,00K","9,54%"
"14.02.2023","22.200,73","21.763,05","22.300,00","21.614,92","0,00K","2,01%"
"13.02.2023","21.763,05","21.776,37","21.894,70","21.377,94","0,00K","-0,06%"
"12.02.2023","21.776,37","21.847,07","22.076,23","21.627,89","0,00K","-0,32%"
"11.02.2023","21.847,07","21.643,90","21.855,53","21.602,00","0,00K","0,94%"
"10.02.2023","21.643,90","21.821,90","21.920,94","21.471,50","0,00K","-0,82%"
"09.02.2023","21.821,90","22.955,30","23.002,69","21.709,10","0,01K","-4,94%"
"08.02.2023","22.955,30","23.254,68","23.382,27","22.657,27","0,00K","-1,29%"
"07.02.2023","23.254,68","22.724,38","23.325,68","22.710,11","0,01K","2,33%"
"06.02.2023","22.724,38","22.910,47","23.118,90","22.601,40","0,01K","-0,81%"
"05.02.2023","22.910,47","23.293,97","23.400,80","22.759,22","0,00K","-1,65%"
"04.02.2023","23.293,97","23.459,01","23.569,90","23.262,80","0,00K","-0,70%"
"03.02.2023","23.459,01","23.410,64","23.703,22","23.225,82","0,00K","0,21%"
"02.02.2023","23.410,64","23.706,00","24.161,70","23.366,02","0,00K","-1,25%"
"01.02.2023","23.706,00","23.094,36","23.774,68","22.796,42","0,01K","2,65%"
"31.01.2023","23.094,36","22.792,75","23.248,29","22.699,80","0,00K","1,32%"
"30.01.2023","22.792,75","23.734,62","23.771,50","22.462,98","0,01K","-3,97%"
"29.01.2023","23.734,62","22.977,20","23.911,57","22.925,21","0,01K","3,36%"
"28.01.2023","22.963,89","23.015,12","23.134,79","22.836,84","0,01K","-0,22%"
"27.01.2023","23.015,12","22.993,85","23.400,00","22.512,60","0,01K","0,09%"
"26.01.2023","22.993,85","23.076,14","23.219,19","22.837,30","0,00K","-0,36%"
"25.01.2023","23.076,14","22.552,80","23.700,21","22.294,25","0,01K","2,31%"
"24.01.2023","22.554,61","22.882,62","23.108,60","22.408,69","0,01K","-1,43%"
"23.01.2023","22.882,62","22.699,15","23.062,53","22.472,83","0,02K","0,81%"
"22.01.2023","22.699,15","22.679,18","23.026,26","22.270,38","0,01K","0,09%"
"21.01.2023","22.679,18","22.631,81","23.286,06","22.434,46","0,02K","0,21%"
"20.01.2023","22.631,81","21.086,21","22.639,29","20.867,20","0,00K","7,33%"
"19.01.2023","21.086,21","20.662,61","21.160,50","20.662,18","0,00K","2,05%"
"18.01.2023","20.662,61","21.143,46","21.600,00","20.371,20","0,01K","-2,27%"
"17.01.2023","21.143,46","21.162,64","21.540,10","20.861,44","0,00K","-0,09%"
"16.01.2023","21.162,64","20.875,20","21.449,64","20.632,60","0,00K","1,38%"
"15.01.2023","20.875,20","20.966,10","21.059,04","20.578,29","0,01K","-0,43%"
"14.01.2023","20.966,10","19.863,89","21.267,78","19.841,31","0,02K","5,55%"
"13.01.2023","19.863,89","18.839,60","19.910,56","18.676,30","0,01K","5,44%"
"12.01.2023","18.839,60","17.888,03","19.068,23","17.888,03","0,01K","5,32%"
"11.01.2023","17.888,03","17.439,09","17.948,79","17.340,89","0,00K","2,57%"
"10.01.2023","17.439,09","17.189,01","17.489,79","17.158,90","0,01K","1,45%"
"09.01.2023","17.189,01","17.120,60","17.405,69","17.100,00","0,02K","0,40%"
"08.01.2023","17.120,60","16.931,05","17.146,63","16.900,00","0,00K","1,12%"
"07.01.2023","16.931,05","16.961,47","16.973,29","16.895,97","0,00K","-0,18%"
"06.01.2023","16.961,47","16.823,90","17.028,08","16.700,00","0,00K","0,82%"
"05.01.2023","16.823,90","16.848,80","16.900,00","16.753,66","0,00K","-0,15%"
"04.01.2023","16.848,80","16.646,20","16.941,82","16.631,66","0,01K","1,22%"
"03.01.2023","16.646,20","16.633,31","16.762,10","16.585,11","0,00K","0,08%"
"02.01.2023","16.633,31","16.569,81","16.752,51","16.509,90","0,02K","0,38%"
"01.01.2023","16.569,81","16.513,40","16.594,20","16.466,19","0,00K","0,34%"
"31.12.2022","16.513,40","16.575,40","16.600,00","16.460,30","0,01K","-0,37%"
"30.12.2022","16.575,40","16.583,40","16.623,88","16.354,02","0,01K","-0,05%"
"29.12.2022","16.583,40","16.462,20","16.595,29","16.422,00","0,01K","0,74%"
"28.12.2022","16.462,20","16.659,80","16.705,10","16.400,52","0,02K","-1,19%"
"27.12.2022","16.659,80","16.902,99","16.907,80","16.534,39","0,02K","-1,44%"
"26.12.2022","16.902,99","16.814,41","16.902,99","16.780,57","0,00K","0,53%"
"25.12.2022","16.814,41","16.835,06","16.841,38","16.721,01","0,00K","-0,12%"
"24.12.2022","16.835,06","16.791,60","16.859,70","16.786,70","","0,26%"
"23.12.2022","16.791,60","16.799,90","16.876,20","16.750,91","0,00K","-0,05%"
"22.12.2022","16.799,90","16.821,03","16.868,40","16.557,80","0,00K","-0,13%"
"21.12.2022","16.821,03","16.875,20","16.929,94","16.717,82","0,00K","-0,32%"
"20.12.2022","16.875,20","16.389,40","17.004,27","16.384,10","0,00K","2,96%"
"19.12.2022","16.389,40","16.737,63","16.795,84","16.321,07","0,01K","-2,08%"
"18.12.2022","16.737,63","16.758,21","16.785,88","16.612,71","0,00K","-0,12%"
"17.12.2022","16.758,21","16.576,12","16.759,31","16.576,12","0,00K","1,10%"
"16.12.2022","16.576,12","17.331,12","17.503,50","16.525,12","0,01K","-4,11%"
"15.12.2022","17.286,70","17.810,00","17.837,10","17.286,10","0,00K","-2,94%"
"14.12.2022","17.810,00","17.748,00","18.349,97","17.700,90","0,01K","0,35%"
"13.12.2022","17.748,00","17.209,66","17.978,99","17.071,91","0,01K","3,13%"
"12.12.2022","17.209,66","17.067,81","17.224,47","16.851,40","","0,83%"
"11.12.2022","17.067,81","17.109,90","17.232,21","17.053,75","0,00K","-0,25%"
"10.12.2022","17.109,90","17.110,20","17.196,60","17.087,20","0,00K","0,00%"
"09.12.2022","17.110,20","17.209,50","17.267,26","17.043,52","0,01K","-0,58%"
"08.12.2022","17.209,50","16.832,61","17.265,09","16.735,13","0,01K","2,24%"
"07.12.2022","16.832,61","17.070,60","17.102,30","16.666,91","0,01K","-1,39%"
"06.12.2022","17.070,60","16.936,60","17.119,86","16.890,60","0,01K","0,79%"
"05.12.2022","16.936,60","17.145,48","17.399,99","16.837,61","0,00K","-1,22%"
"04.12.2022","17.145,48","16.861,71","17.300,00","16.839,41","0,00K","1,71%"
"03.12.2022","16.857,49","17.087,48","17.300,00","16.819,19","0,00K","-1,35%"
"02.12.2022","17.087,48","16.940,15","17.087,48","16.682,71","0,01K","0,87%"
"01.12.2022","16.940,15","17.152,71","17.249,00","16.849,33","0,01K","-1,24%"
"30.11.2022","17.152,71","16.412,29","17.195,55","16.380,19","0,01K","4,51%"
"29.11.2022","16.412,29","16.175,41","16.474,24","16.105,51","0,01K","1,46%"
"28.11.2022","16.175,41","16.329,80","16.408,09","15.951,02","0,01K","-0,95%"
"27.11.2022","16.329,80","16.361,23","16.542,07","16.323,59","0,01K","-0,19%"
"26.11.2022","16.361,23","16.239,31","16.593,79","16.211,20","0,02K","0,75%"
"25.11.2022","16.239,31","16.452,21","16.476,81","15.988,64","0,01K","-1,29%"
"24.11.2022","16.452,21","16.396,60","16.612,79","16.229,82","0,01K","0,34%"
"23.11.2022","16.396,60","16.057,42","16.449,25","15.956,42","0,02K","2,11%"
"22.11.2022","16.057,42","15.731,20","16.151,49","15.483,97","0,00K","2,07%"
"21.11.2022","15.731,20","16.203,27","16.250,49","15.437,72","0,01K","-2,91%"
"20.11.2022","16.203,27","16.680,91","16.700,43","16.145,76","0,01K","-2,86%"
"19.11.2022","16.680,91","16.590,20","16.765,78","16.573,42","0,00K","0,32%"
"18.11.2022","16.628,18","16.564,23","16.824,09","16.541,52","0,01K","0,28%"
"17.11.2022","16.582,49","16.413,10","16.683,70","16.283,04","0,01K","1,03%"
"16.11.2022","16.413,10","16.872,25","16.974,33","16.334,54","","-2,72%"
"15.11.2022","16.872,25","16.483,88","17.090,04","16.442,90","","2,31%"
"14.11.2022","16.492,10","16.307,97","17.096,39","15.818,82","","1,13%"
"13.11.2022","16.307,97","16.766,34","16.911,22","16.217,10","","-2,73%"
"12.11.2022","16.766,34","15.495,87","16.837,32","15.273,37","","8,20%"
"11.11.2022","15.495,87","17.077,75","17.234,95","14.922,00","","-9,26%"
"10.11.2022","17.077,75","14.425,99","18.061,92","14.229,04","","18,38%"
"09.11.2022","14.425,99","18.503,26","18.557,74","14.005,91","","-22,04%"
"08.11.2022","18.503,26","20.589,92","20.751,13","17.093,30","","-10,13%"
"07.11.2022","20.589,92","20.921,44","21.050,87","20.427,50","","-1,58%"
"06.11.2022","20.921,44","21.286,72","21.357,33","20.905,88","","-1,72%"
"05.11.2022","21.286,72","21.146,23","21.470,56","21.097,02","","0,66%"
"04.11.2022","21.146,23","20.208,06","21.257,62","20.189,86","","4,64%"
"03.11.2022","20.208,06","20.161,61","20.385,64","20.071,12","","0,22%"
"02.11.2022","20.163,64","20.491,28","20.775,44","20.076,12","","-1,62%"
"01.11.2022","20.495,48","20.507,28","20.682,33","20.371,60","","-0,10%"
"31.10.2022","20.515,28","20.622,03","20.814,95","20.251,36","","-0,52%"
"30.10.2022","20.622,03","20.822,99","20.930,07","20.534,33","","-0,97%"
"29.10.2022","20.822,99","20.608,78","21.024,52","20.568,83","","1,04%"
"28.10.2022","20.608,78","20.292,13","20.754,68","20.019,96","","1,56%"
"27.10.2022","20.292,13","20.762,52","20.873,60","20.237,90","","-2,27%"
"26.10.2022","20.762,52","20.102,20","20.976,03","20.074,60","","3,28%"
"25.10.2022","20.102,20","19.333,11","20.404,50","19.256,68","","3,97%"
"24.10.2022","19.334,97","19.562,37","19.579,84","19.188,27","","-1,16%"
"23.10.2022","19.562,37","19.198,00","19.682,11","19.092,77","","1,90%"
"22.10.2022","19.198,00","19.166,76","19.241,36","19.120,99","","0,16%"
"21.10.2022","19.166,76","19.046,00","19.238,08","18.677,29","","0,63%"
"20.10.2022","19.046,00","19.129,56","19.315,44","18.938,70","","-0,44%"
"19.10.2022","19.129,56","19.333,54","19.341,02","19.100,23","","-1,03%"
"18.10.2022","19.327,94","19.549,65","19.693,41","19.105,70","","-1,11%"
"17.10.2022","19.545,83","19.259,35","19.665,89","19.162,80","","1,47%"
"16.10.2022","19.263,05","19.065,39","19.404,88","19.065,39","","1,04%"
"15.10.2022","19.065,39","19.184,57","19.221,84","19.005,79","","-0,62%"
"14.10.2022","19.184,57","19.383,30","19.936,12","19.105,42","","-1,03%"
"13.10.2022","19.383,30","19.154,67","19.495,59","18.227,18","","1,19%"
"12.10.2022","19.154,67","19.032,49","19.207,11","19.014,40","","0,64%"
"11.10.2022","19.032,49","19.132,26","19.242,64","18.865,52","","-0,54%"
"10.10.2022","19.135,92","19.440,04","19.520,98","19.060,02","","-1,56%"
"09.10.2022","19.440,04","19.410,35","19.552,15","19.330,54","","0,15%"
"08.10.2022","19.410,35","19.539,42","19.591,68","19.280,99","","-0,66%"
"07.10.2022","19.539,42","19.950,05","20.041,55","19.358,23","","-2,06%"
"06.10.2022","19.950,05","20.158,66","20.439,70","19.892,35","","-1,03%"
"05.10.2022","20.158,66","20.344,75","20.345,10","19.766,41","","-0,91%"
"04.10.2022","20.344,75","19.625,56","20.442,61","19.502,29","","3,66%"
"03.10.2022","19.625,56","19.050,63","19.671,66","19.016,94","","3,02%"
"02.10.2022","19.050,63","19.314,30","19.392,56","18.940,30","","-1,37%"
"01.10.2022","19.314,30","19.427,95","19.478,34","19.176,47","","-0,58%"
"30.09.2022","19.427,95","19.605,72","20.158,75","19.208,57","","-0,91%"
"29.09.2022","19.605,72","19.401,47","19.620,45","18.874,75","","1,08%"
"28.09.2022","19.395,82","19.105,44","19.737,97","18.510,32","","1,52%"
"27.09.2022","19.105,44","19.236,65","20.366,78","18.873,04","","-0,69%"
"26.09.2022","19.238,50","18.802,88","19.308,37","18.705,47","","2,32%"
"25.09.2022","18.802,88","18.934,21","19.161,83","18.740,23","","-0,69%"
"24.09.2022","18.934,21","19.308,86","19.321,16","18.821,95","","-1,95%"
"23.09.2022","19.310,86","19.420,91","19.484,10","18.563,02","","-0,57%"
"22.09.2022","19.420,91","18.510,19","19.519,44","18.386,11","","4,92%"
"21.09.2022","18.510,19","18.887,63","19.723,47","18.214,80","","-2,00%"
"20.09.2022","18.887,63","19.536,08","19.626,08","18.774,47","","-3,34%"
"19.09.2022","19.539,89","19.419,31","19.662,98","18.329,28","","0,66%"
"18.09.2022","19.412,00","20.114,86","20.114,86","19.333,65","","-3,49%"
"17.09.2022","20.114,86","19.786,18","20.172,27","19.756,95","","1,66%"
"16.09.2022","19.786,18","19.691,72","19.893,77","19.354,07","","0,48%"
"15.09.2022","19.691,72","20.232,74","20.329,16","19.558,10","","-2,66%"
"14.09.2022","20.230,74","20.165,78","20.508,18","19.667,87","","0,32%"
"13.09.2022","20.165,78","22.380,70","22.725,55","19.936,20","","-9,90%"
"12.09.2022","22.380,70","21.819,09","22.465,41","21.576,39","","2,62%"
"11.09.2022","21.810,09","21.681,71","21.825,52","21.388,18","","0,59%"
"10.09.2022","21.681,71","21.396,11","21.819,39","21.149,82","","1,33%"
"09.09.2022","21.396,11","19.323,13","21.527,88","19.308,21","","10,73%"
"08.09.2022","19.323,13","19.278,95","19.450,89","19.044,17","","0,23%"
"07.09.2022","19.278,95","18.805,07","19.461,31","18.580,13","","2,52%"
"06.09.2022","18.805,07","19.810,51","20.183,26","18.711,12","","-5,08%"
"05.09.2022","19.810,51","20.001,50","20.047,55","19.658,97","","-0,95%"
"04.09.2022","20.001,50","19.842,66","20.011,50","19.615,44","","0,80%"
"03.09.2022","19.842,66","19.959,54","20.047,06","19.675,66","","-0,59%"
"02.09.2022","19.959,54","20.136,95","20.426,20","19.780,25","","-0,88%"
"01.09.2022","20.136,95","20.043,55","20.202,02","19.599,64","","0,47%"
"31.08.2022","20.043,55","19.801,55","20.455,99","19.801,55","","1,22%"
"30.08.2022","19.801,55","20.299,65","20.570,88","19.567,86","","-2,45%"
"29.08.2022","20.299,65","19.540,78","20.383,97","19.533,78","","3,89%"
"28.08.2022","19.539,28","20.054,53","20.144,05","19.524,78","","-2,57%"
"27.08.2022","20.054,53","20.254,69","20.348,88","19.831,06","","-0,99%"
"26.08.2022","20.254,69","21.576,88","21.852,37","20.099,67","","-6,13%"
"25.08.2022","21.576,88","21.370,18","21.804,73","21.325,45","","0,97%"
"24.08.2022","21.370,18","21.524,28","21.820,23","21.176,49","","-0,72%"
"23.08.2022","21.524,28","21.405,35","21.640,57","20.910,25","","0,56%"
"22.08.2022","21.405,35","21.552,13","21.552,13","20.913,52","","-0,68%"
"21.08.2022","21.552,13","21.150,36","21.672,05","21.075,30","","1,90%"
"20.08.2022","21.150,36","20.839,13","21.351,70","20.798,33","","1,49%"
"19.08.2022","20.839,13","23.206,24","23.208,93","20.804,96","","-10,20%"
"18.08.2022","23.206,24","23.332,39","23.581,53","23.135,39","","-0,54%"
"17.08.2022","23.332,39","23.867,06","24.428,73","23.207,10","","-2,24%"
"16.08.2022","23.867,06","24.094,39","24.238,71","23.700,22","","-0,94%"
"15.08.2022","24.094,39","24.296,31","25.199,00","23.790,80","","-0,83%"
"14.08.2022","24.296,31","24.433,74","25.000,75","24.154,72","","-0,56%"
"13.08.2022","24.433,74","24.413,76","24.897,13","24.321,46","","0,08%"
"12.08.2022","24.413,76","23.941,01","24.450,91","23.616,66","","1,97%"
"11.08.2022","23.941,01","23.946,56","24.872,46","23.875,37","","-0,02%"
"10.08.2022","23.946,56","23.146,72","24.197,01","22.696,64","","3,46%"
"09.08.2022","23.146,72","23.812,57","23.908,80","22.886,74","","-2,81%"
"08.08.2022","23.815,57","23.180,33","24.235,91","23.167,09","","2,74%"
"07.08.2022","23.180,33","22.948,70","23.381,85","22.862,73","","1,01%"
"06.08.2022","22.948,70","23.301,53","23.322,89","22.943,44","","-1,51%"
"05.08.2022","23.301,53","22.613,60","23.459,33","22.594,88","","3,04%"
"04.08.2022","22.613,60","22.851,46","23.206,31","22.445,31","","-1,04%"
"03.08.2022","22.851,46","22.980,32","23.600,61","22.697,53","","-0,56%"
"02.08.2022","22.980,32","23.281,82","23.428,95","22.677,17","","-1,30%"
"01.08.2022","23.281,82","23.328,23","23.488,78","22.865,44","","-0,20%"
"31.07.2022","23.328,23","23.635,20","24.176,68","23.268,10","","-1,30%"
"30.07.2022","23.635,20","23.794,23","24.615,53","23.527,62","","-0,67%"
"29.07.2022","23.794,23","23.857,10","24.355,91","23.452,00","","-0,24%"
"28.07.2022","23.852,60","22.968,16","24.171,58","22.626,49","","3,85%"
"27.07.2022","22.968,16","21.290,85","23.047,82","21.060,40","","7,88%"
"26.07.2022","21.290,85","21.317,84","21.317,84","20.740,64","","-0,13%"
"25.07.2022","21.317,84","22.598,72","22.666,79","21.289,36","","-5,67%"
"24.07.2022","22.598,72","22.459,65","22.995,92","22.293,05","","0,62%"
"23.07.2022","22.459,65","22.705,78","23.001,79","21.973,40","","-1,08%"
"22.07.2022","22.705,78","23.147,26","23.720,84","22.530,63","","-1,91%"
"21.07.2022","23.147,26","23.203,54","23.397,87","22.348,23","","-0,24%"
"20.07.2022","23.203,54","23.404,52","24.259,59","22.946,54","","-0,86%"
"19.07.2022","23.404,52","22.557,75","23.745,48","21.619,81","","3,75%"
"18.07.2022","22.557,75","20.786,43","22.713,49","20.777,79","","8,52%"
"17.07.2022","20.786,43","21.196,14","21.633,28","20.773,27","","-1,93%"
"16.07.2022","21.196,14","20.801,20","21.562,68","20.477,18","","1,90%"
"15.07.2022","20.801,20","20.573,95","21.173,73","20.394,86","","1,10%"
"14.07.2022","20.573,95","20.219,41","20.853,88","19.659,34","","1,75%"
"13.07.2022","20.219,41","19.288,21","20.261,51","18.917,13","","4,83%"
"12.07.2022","19.288,21","19.914,07","20.015,02","19.271,45","","-3,14%"
"11.07.2022","19.914,07","20.781,63","20.782,58","19.875,85","","-4,17%"
"10.07.2022","20.781,63","21.576,48","21.583,48","20.681,54","","-3,68%"
"09.07.2022","21.576,48","21.613,65","21.931,14","21.361,61","","-0,17%"
"08.07.2022","21.613,65","21.634,02","22.352,22","21.209,21","","-0,09%"
"07.07.2022","21.634,02","20.555,66","21.799,40","20.273,53","","5,25%"
"06.07.2022","20.555,66","20.181,42","20.643,01","19.779,63","","1,85%"
"05.07.2022","20.181,42","20.215,08","20.689,37","19.380,34","","-0,17%"
"04.07.2022","20.215,08","19.283,74","20.298,22","19.060,94","","4,83%"
"03.07.2022","19.283,74","19.232,60","19.614,01","18.803,53","","0,27%"
"02.07.2022","19.232,60","19.304,33","19.386,47","18.986,87","","-0,37%"
"01.07.2022","19.304,33","19.882,16","20.764,22","18.971,12","","-2,76%"
"30.06.2022","19.851,66","20.070,29","20.100,54","18.669,33","","-1,09%"
"29.06.2022","20.070,29","20.239,99","20.371,52","19.893,89","","-0,84%"
"28.06.2022","20.239,99","20.719,36","21.178,71","20.202,66","","-2,31%"
"27.06.2022","20.719,36","21.009,47","21.462,85","20.538,57","","-1,38%"
"26.06.2022","21.009,47","21.475,90","21.793,34","20.964,79","","-2,17%"
"25.06.2022","21.475,90","21.261,29","21.519,03","20.921,21","","1,01%"
"24.06.2022","21.261,29","21.077,25","21.426,35","20.747,34","","0,87%"
"23.06.2022","21.077,25","19.971,03","21.104,93","19.967,05","","5,54%"
"22.06.2022","19.971,03","20.660,52","20.776,15","19.784,73","","-3,34%"
"21.06.2022","20.660,52","20.461,78","21.616,92","20.381,58","","0,97%"
"20.06.2022","20.461,78","20.570,42","20.952,36","19.658,52","","-0,53%"
"19.06.2022","20.570,42","18.988,65","20.754,48","17.959,96","","8,33%"
"18.06.2022","18.988,65","20.436,66","20.714,79","17.647,71","","-7,09%"
"17.06.2022","20.436,66","20.346,01","21.307,14","20.225,31","","0,45%"
"16.06.2022","20.346,01","22.581,27","22.929,10","20.215,86","","-9,90%"
"15.06.2022","22.580,77","22.159,56","22.747,02","20.095,49","","1,89%"
